year,player_id,nick,nationality,team_ids,teams,maps,rounds,kd_diff,kd,rating,rating_version,ranking_filter,date_range
2020,7218,kRYSTAL,Germany,6902,GODSENT,99,2653,-652,0.66,0.79,Rating 2.0,Top20,2020-01-01..2020-12-31
2021,7998,s1mple,Ukraine,4608,Natus Vincere,176,4681,+1255,1.45,1.34,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,11893,ZywOo,France,9565,Vitality,150,4001,+888,1.37,1.29,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,16920,sh1ro,Russia,6651,Gambit,197,5276,+1148,1.42,1.22,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,14419,roeJ,Denmark,7461,Copenhagen Flames,42,1162,+118,1.15,1.20,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,3741,NiKo,Bosnia and Herzegovina,5995,G2,174,4751,+510,1.16,1.19,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,8528,HObbit,Kazakhstan,6651,Gambit,197,5276,+517,1.15,1.16,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,16555,Ax1Le,Russia,6651,Gambit,197,5276,+510,1.15,1.16,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,11816,ropz,Estonia,4494,MOUZ,114,3037,+392,1.21,1.15,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,13776,Jame,Russia,5378,Virtus.pro,162,4439,+669,1.28,1.14,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,15631,KSCERATO,Brazil,8297,FURIA,106,2889,+301,1.17,1.14,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,13281,El1an,Russia,10831,Entropiq,92,2455,+283,1.19,1.14,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,7592,device,Denmark,4411|6665,Astralis,155,4113,+423,1.16,1.14,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,8918,electroNic,Russia,4608,Natus Vincere,176,4681,+314,1.10,1.13,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,15165,blameF,Denmark,6665|5005,Astralis,143,3817,+299,1.12,1.13,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,13915,YEKINDAR,Latvia,5378,Virtus.pro,162,4439,+65,1.02,1.13,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,18221,Spinx,Israel,4869,ENCE,58,1540,+132,1.13,1.12,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,9960,frozen,Slovakia,4494,MOUZ,114,3037,+190,1.10,1.12,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,10394,Twistzz,Canada,6667,FaZe,129,3525,+321,1.14,1.12,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,8520,NAF,Canada,5973,Liquid,108,3000,+239,1.13,1.12,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,8789,mir,Russia,7020,Spirit,95,2557,+80,1.05,1.11,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,12732,FL1T,Russia,5378|8135,Virtus.pro|FORZE,88,2435,+115,1.07,1.11,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,3972,huNter-,Bosnia and Herzegovina,5995,G2,174,4751,+287,1.09,1.10,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,10981,mantuu,Poland,10503,OG,101,2785,+273,1.17,1.10,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,18987,b1t,Ukraine,4608,Natus Vincere,149,3929,+296,1.13,1.09,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,16693,flameZ,Israel,10503,OG,66,1821,+44,1.04,1.09,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,18053,broky,Latvia,6667,FaZe,131,3567,+308,1.14,1.09,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,17306,degster,Russia,7020,Spirit,95,2550,+257,1.17,1.09,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,12553,yuurih,Brazil,8297,FURIA,106,2889,+101,1.05,1.08,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,8738,EliGE,United States,5973,Liquid,108,3000,+44,1.02,1.08,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,7938,XANTARES,Türkiye,7532,BIG,106,2941,+177,1.09,1.08,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,9078,k0nfig,Denmark,6665|5005,Astralis,109,2930,+82,1.04,1.08,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,13666,Brollan,Sweden,4991,fnatic,70,1871,+16,1.01,1.07,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,10994,stavn,Denmark,7175,HEROIC,132,3662,+51,1.02,1.07,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,9031,valde,Denmark,10503,OG,101,2785,+133,1.07,1.07,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,11777,Maden,Montenegro,10671,FunPlus Phoenix,53,1412,+25,1.02,1.07,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,16080,dycha,Poland,4869,ENCE,58,1540,-3,1.00,1.07,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,5794,tabseN,Germany,7532,BIG,159,4360,-56,0.98,1.07,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,6904,STYKO,Slovakia,10671,FunPlus Phoenix,52,1376,+58,1.07,1.07,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,18462,mezii,United Kingdom,4991|5752,fnatic|Cloud9,65,1738,+52,1.05,1.07,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,13602,nicoodoz,Denmark,7461,Copenhagen Flames,42,1162,+91,1.13,1.06,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,13466,dennyslaw,Bulgaria,10386,SKADE,42,1183,+63,1.08,1.06,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,7266,syrsoN,Germany,7532,BIG,159,4360,+216,1.08,1.06,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,7964,cadiaN,Denmark,7175,HEROIC,136,3771,+177,1.08,1.06,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,12018,TeSeS,Denmark,7175,HEROIC,136,3771,+17,1.01,1.06,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,9278,REZ,Sweden,4411,Ninjas in Pyjamas,163,4360,+55,1.02,1.06,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,15662,zorte,Russia,8135,FORZE,65,1781,+100,1.09,1.06,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,17956,jabbi,Denmark,7461,Copenhagen Flames,42,1162,+30,1.04,1.05,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,9766,hampus,Sweden,4411,Ninjas in Pyjamas,163,4360,-102,0.97,1.05,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,13300,Farlig,Denmark,10671,FunPlus Phoenix,52,1376,+60,1.07,1.04,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,16848,hades,Poland,4869,ENCE,58,1540,+83,1.09,1.04,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,7398,dupreeh,Denmark,6665,Astralis,115,3103,+83,1.04,1.04,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,7528,KRIMZ,Sweden,4991,fnatic,70,1871,+28,1.02,1.04,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,13982,Forester,Russia,10831|11119,Entropiq|EPG Family,94,2512,-4,1.00,1.04,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,16921,nafany,Russia,6651,Gambit,197,5276,-221,0.94,1.03,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,16947,Perfecto,Russia,4608,Natus Vincere,176,4681,+117,1.04,1.03,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,12731,sdy,Ukraine,7020,Spirit,97,2602,-28,0.98,1.03,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,14148,sjuush,Denmark,7175,HEROIC,123,3408,+23,1.01,1.03,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,9032,Magisk,Denmark,6665,Astralis,115,3103,-55,0.97,1.03,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,11343,SHiPZ,Bulgaria,10386|11066,SKADE|Fiend,49,1377,-48,0.95,1.03,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,12521,arT,Brazil,8297,FURIA,106,2889,-153,0.93,1.02,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,12126,poizon,Bulgaria,5005,Complexity,107,2879,-38,0.98,1.02,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,9136,Brehze,United States,10399,Evil Geniuses,73,1978,-45,0.97,1.02,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,13239,Qikert,Kazakhstan,5378,Virtus.pro,162,4439,-56,0.98,1.02,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,19015,Bymas,Lithuania,4494,MOUZ,114,3037,-25,0.99,1.02,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,12027,Krad,Russia,10831|11119,Entropiq|EPG Family,94,2512,-54,0.97,1.02,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,11942,buster,Kazakhstan,5378,Virtus.pro,162,4439,+45,1.02,1.01,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,14176,misutaaa,France,9565,Vitality,143,3784,-89,0.97,1.01,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,10330,acoR,Denmark,4494,MOUZ,114,3037,+33,1.02,1.01,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,14614,oBo,United States,10399,Evil Geniuses,42,1167,-62,0.93,1.01,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,8183,rain,Norway,6667,FaZe,131,3567,-247,0.90,1.01,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,19236,KENSI,Russia,8135,FORZE,65,1781,+1,1.00,1.01,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,10610,refrezh,Denmark,7175,HEROIC,123,3408,+6,1.00,1.01,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,1378,zehN,Finland,10671,FunPlus Phoenix,52,1376,-8,0.99,1.00,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,10264,niko,Denmark,10503|7175,OG,89,2454,-85,0.95,1.00,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,1225,shox,France,9565,Vitality,148,3944,-28,0.99,1.00,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,2023,FalleN,Brazil,5973,Liquid,108,3000,-37,0.98,1.00,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,4679,jks,Australia,5005,Complexity,118,3158,-78,0.96,0.99,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,18317,magixx,Russia,7020,Spirit,97,2602,-121,0.93,0.99,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,13157,Jerry,Russia,8135,FORZE,65,1781,-87,0.93,0.99,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,9616,amanek,France,5995,G2,174,4751,-106,0.96,0.99,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,7322,apEX,France,9565,Vitality,147,3917,-252,0.91,0.99,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,9216,coldzera,Brazil,6667|5005,FaZe,61,1614,-24,0.98,0.98,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,14218,Plopski,Sweden,4411,Ninjas in Pyjamas,163,4360,-198,0.93,0.98,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,8184,ALEX,United Kingdom,4991|5752,fnatic|Cloud9,65,1738,-91,0.93,0.98,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,8797,Stewie2K,United States,5973,Liquid,108,3000,-231,0.89,0.98,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,11840,Boombl4,Russia,4608,Natus Vincere,176,4681,-353,0.89,0.98,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,20090,Zyphon,Denmark,7461,Copenhagen Flames,42,1162,-68,0.91,0.97,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,9816,Aleksib,Finland,10503,OG,101,2785,-206,0.89,0.97,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,11219,CeRq,Bulgaria,10399,Evil Geniuses,73,1978,-40,0.97,0.97,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,9618,nexa,Serbia,5995,G2,166,4516,-167,0.94,0.97,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,12822,VINI,Brazil,8297,FURIA,106,2889,-176,0.91,0.97,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,17145,Rainwaker,Bulgaria,10386,SKADE,42,1183,-70,0.91,0.97,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,8611,es3tag,Denmark,4411|5005|5752,Cloud9,88,2315,-155,0.90,0.96,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,9612,Bubzkji,Denmark,6665,Astralis,64,1743,-135,0.89,0.96,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,11498,NickelBack,Russia,10831|11119,Entropiq|EPG Family,94,2512,-171,0.90,0.96,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,7412,gla1ve,Denmark,6665,Astralis,122,3296,-298,0.87,0.96,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,13669,Jackinho,Sweden,4991,fnatic,46,1228,-78,0.91,0.96,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,13578,Grim,United States,5973,Liquid,108,3000,-263,0.87,0.95,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,16410,Duplicate,Bulgaria,10386,SKADE,42,1183,-130,0.85,0.95,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,4954,Xyp9x,Denmark,6665,Astralis,129,3489,-252,0.89,0.95,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,9115,dexter,Australia,4494,MOUZ,106,2841,-274,0.86,0.95,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,922,Snappi,Denmark,4869,ENCE,57,1504,-155,0.85,0.95,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,11654,almazer,Russia,8135,FORZE,63,1726,-172,0.86,0.94,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,7716,chopper,Russia,7020,Spirit,94,2523,-218,0.87,0.94,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,15071,interz,Russia,6651,Gambit,197,5276,-257,0.92,0.94,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,12781,k1to,Germany,7532,BIG,159,4360,-406,0.87,0.94,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,9819,doto,Finland,4869,ENCE,58,1540,-139,0.87,0.94,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,885,olofmeister,Sweden,6667,FaZe,101,2764,-138,0.92,0.94,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,13843,Lucky,Denmark,6665,Astralis,62,1594,-71,0.93,0.93,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,13240,Lack1,Kazakhstan,10831|11119,Entropiq|EPG Family,94,2512,-230,0.87,0.93,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,8523,tarik,United States,10399,Evil Geniuses,42,1115,-127,0.84,0.93,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,284,JACKZ,France,5995,G2,150,4101,-477,0.83,0.92,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,19310,LNZ,Sweden,4411,Ninjas in Pyjamas,79,2052,-165,0.87,0.91,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,429,karrigan,Denmark,6667,FaZe,126,3396,-464,0.81,0.91,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,8875,gade,Denmark,7532,BIG,53,1419,-126,0.87,0.91,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,19672,Kyojin,France,9565,Vitality,119,3152,-335,0.84,0.91,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,11716,SANJI,Uzbekistan,5378,Virtus.pro,137,3730,-348,0.86,0.91,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,5796,tiziaN,Germany,7532,BIG,159,4360,-538,0.82,0.90,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,14494,junior,United States,8297,FURIA,53,1419,-106,0.88,0.89,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,7805,RUSH,United States,5005,Complexity,84,2271,-334,0.79,0.89,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,10096,HooXi,Denmark,7461,Copenhagen Flames,42,1162,-170,0.79,0.88,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,8507,stanislaw,Canada,10399,Evil Geniuses,62,1687,-261,0.78,0.87,Rating 2.0,Top20,2021-01-01..2021-12-31
2021,16486,ztr,Sweden,4411,Ninjas in Pyjamas,49,1375,-194,0.79,0.86,Rating 2.0,Top20,2021-01-01..2021-12-31
2022,16920,sh1ro,Russia,5752|6651|11616,Cloud9|Gambit|Players,103,2745,+686,1.47,1.26,Rating 2.0,Top20,2022-01-01..2022-12-31
2022,7998,s1mple,Ukraine,4608,Natus Vincere,116,3121,+672,1.35,1.26,Rating 2.0,Top20,2022-01-01..2022-12-31
2022,11893,ZywOo,France,9565,Vitality,131,3611,+687,1.32,1.24,Rating 2.0,Top20,2022-01-01..2022-12-31
2022,15165,blameF,Denmark,6665,Astralis,136,3804,+557,1.23,1.21,Rating 2.0,Top20,2022-01-01..2022-12-31
2022,16555,Ax1Le,Russia,5752|6651|11616,Cloud9|Gambit|Players,103,2745,+340,1.20,1.21,Rating 2.0,Top20,2022-01-01..2022-12-31
2022,3741,NiKo,Bosnia and Herzegovina,5995,G2,116,3192,+310,1.15,1.20,Rating 2.0,Top20,2022-01-01..2022-12-31
2022,10994,stavn,Denmark,7175,HEROIC,120,3224,+314,1.15,1.16,Rating 2.0,Top20,2022-01-01..2022-12-31
2022,17306,degster,Russia,10503|7020,OG,57,1577,+245,1.27,1.15,Rating 2.0,Top20,2022-01-01..2022-12-31
2022,19230,m0NESY,Russia,5995,G2,116,3192,+443,1.23,1.15,Rating 2.0,Top20,2022-01-01..2022-12-31
2022,9960,frozen,Slovakia,4494,MOUZ,118,3124,+359,1.20,1.15,Rating 2.0,Top20,2022-01-01..2022-12-31
2022,15631,KSCERATO,Brazil,8297,FURIA,89,2357,+273,1.19,1.14,Rating 2.0,Top20,2022-01-01..2022-12-31
2022,19164,SunPayus,Spain,4869|7718,ENCE|Movistar Riders,89,2389,+303,1.22,1.14,Rating 2.0,Top20,2022-01-01..2022-12-31
2022,13915,YEKINDAR,Latvia,5973|11595|5378,Liquid|Outsiders|Virtus.pro,111,3008,+142,1.07,1.14,Rating 2.0,Top20,2022-01-01..2022-12-31
2022,18053,broky,Latvia,6667,FaZe,148,4054,+530,1.22,1.13,Rating 2.0,Top20,2022-01-01..2022-12-31
2022,19673,Patsi,Russia,7020,Spirit,60,1632,+50,1.04,1.13,Rating 2.0,Top20,2022-01-01..2022-12-31
2022,20127,w0nderful,Ukraine,7020,Spirit,44,1175,+153,1.23,1.13,Rating 2.0,Top20,2022-01-01..2022-12-31
2022,11816,ropz,Estonia,6667,FaZe,144,3947,+476,1.20,1.12,Rating 2.0,Top20,2022-01-01..2022-12-31
2022,12553,yuurih,Brazil,8297,FURIA,89,2357,+172,1.12,1.12,Rating 2.0,Top20,2022-01-01..2022-12-31
2022,11954,FASHR,Netherlands,4991|11419,fnatic|ECSTATIC,57,1539,+91,1.09,1.12,Rating 2.0,Top20,2022-01-01..2022-12-31
2022,10394,Twistzz,Canada,6667,FaZe,148,4054,+330,1.13,1.11,Rating 2.0,Top20,2022-01-01..2022-12-31
2022,3972,huNter-,Bosnia and Herzegovina,5995,G2,116,3192,+232,1.11,1.11,Rating 2.0,Top20,2022-01-01..2022-12-31
2022,8528,HObbit,Kazakhstan,5752|6651|11616,Cloud9|Gambit|Players,103,2745,+99,1.05,1.10,Rating 2.0,Top20,2022-01-01..2022-12-31
2022,7266,syrsoN,Germany,7532,BIG,115,3158,+277,1.15,1.10,Rating 2.0,Top20,2022-01-01..2022-12-31
2022,13776,Jame,Russia,11595|5378,Outsiders|Virtus.pro,97,2530,+313,1.24,1.10,Rating 2.0,Top20,2022-01-01..2022-12-31
2022,16693,flameZ,Israel,10503,OG,68,1841,0,1.00,1.09,Rating 2.0,Top20,2022-01-01..2022-12-31
2022,18221,Spinx,Israel,9565|4869,Vitality|ENCE,149,4047,+276,1.11,1.09,Rating 2.0,Top20,2022-01-01..2022-12-31
2022,8520,NAF,Canada,5973,Liquid,106,2877,+203,1.11,1.09,Rating 2.0,Top20,2022-01-01..2022-12-31
2022,8738,EliGE,United States,5973,Liquid,106,2877,+59,1.03,1.09,Rating 2.0,Top20,2022-01-01..2022-12-31
2022,16080,dycha,Poland,4869,ENCE,135,3620,+97,1.04,1.08,Rating 2.0,Top20,2022-01-01..2022-12-31
2022,8918,electroNic,Russia,4608,Natus Vincere,118,3171,+48,1.02,1.08,Rating 2.0,Top20,2022-01-01..2022-12-31
2022,18987,b1t,Ukraine,4608,Natus Vincere,118,3171,+132,1.07,1.08,Rating 2.0,Top20,2022-01-01..2022-12-31
2022,12732,FL1T,Russia,11595|5378,Outsiders|Virtus.pro,97,2530,+103,1.06,1.08,Rating 2.0,Top20,2022-01-01..2022-12-31
2022,8183,rain,Norway,6667,FaZe,141,3836,-4,1.00,1.08,Rating 2.0,Top20,2022-01-01..2022-12-31
2022,13982,Forester,Russia,10831,Entropiq,55,1530,+24,1.02,1.07,Rating 2.0,Top20,2022-01-01..2022-12-31
2022,9278,REZ,Sweden,4411,Ninjas in Pyjamas,113,2989,+92,1.05,1.07,Rating 2.0,Top20,2022-01-01..2022-12-31
2022,12018,TeSeS,Denmark,7175,HEROIC,126,3397,+18,1.01,1.07,Rating 2.0,Top20,2022-01-01..2022-12-31
2022,7964,cadiaN,Denmark,7175,HEROIC,126,3397,+140,1.07,1.06,Rating 2.0,Top20,2022-01-01..2022-12-31
2022,15662,zorte,Russia,8135,FORZE,52,1438,+94,1.11,1.06,Rating 2.0,Top20,2022-01-01..2022-12-31
2022,20101,fame,Russia,11595|7244,Outsiders,89,2357,+77,1.05,1.06,Rating 2.0,Top20,2022-01-01..2022-12-31
2022,14419,roeJ,Denmark,4991|7461,fnatic|Copenhagen Flames,90,2329,-46,0.97,1.06,Rating 2.0,Top20,2022-01-01..2022-12-31
2022,13578,Grim,United States,5005,Complexity,42,1187,-9,0.99,1.06,Rating 2.0,Top20,2022-01-01..2022-12-31
2022,18072,torzsi,Hungary,4494,MOUZ,118,3124,+220,1.12,1.06,Rating 2.0,Top20,2022-01-01..2022-12-31
2022,9078,k0nfig,Denmark,6665,Astralis,124,3427,+15,1.01,1.06,Rating 2.0,Top20,2022-01-01..2022-12-31
2022,12713,floppy,United States,5005,Complexity,42,1187,+21,1.03,1.06,Rating 2.0,Top20,2022-01-01..2022-12-31
2022,13666,Brollan,Sweden,4411|4991,fnatic,94,2486,-72,0.96,1.05,Rating 2.0,Top20,2022-01-01..2022-12-31
2022,20312,xertioN,Israel,4494,MOUZ,42,1097,-21,0.97,1.05,Rating 2.0,Top20,2022-01-01..2022-12-31
2022,13602,nicoodoz,Denmark,4991|7461,fnatic|Copenhagen Flames,90,2329,+106,1.07,1.05,Rating 2.0,Top20,2022-01-01..2022-12-31
2022,8371,alex,Spain,7718,Movistar Riders,70,1839,+15,1.01,1.05,Rating 2.0,Top20,2022-01-01..2022-12-31
2022,8564,fer,Brazil,9455,Imperial,46,1286,+1,1.00,1.05,Rating 2.0,Top20,2022-01-01..2022-12-31
2022,5794,tabseN,Germany,7532,BIG,122,3334,-72,0.97,1.04,Rating 2.0,Top20,2022-01-01..2022-12-31
2022,14148,sjuush,Denmark,7175,HEROIC,126,3397,+35,1.02,1.04,Rating 2.0,Top20,2022-01-01..2022-12-31
2022,9032,Magisk,Denmark,9565,Vitality,131,3611,-48,0.98,1.04,Rating 2.0,Top20,2022-01-01..2022-12-31
2022,13249,oSee,United States,5973,Liquid,106,2877,+127,1.07,1.04,Rating 2.0,Top20,2022-01-01..2022-12-31
2022,16848,hades,Poland,4869,ENCE,103,2742,+139,1.08,1.04,Rating 2.0,Top20,2022-01-01..2022-12-31
2022,16947,Perfecto,Russia,4608,Natus Vincere,118,3171,+58,1.03,1.04,Rating 2.0,Top20,2022-01-01..2022-12-31
2022,17011,shalfey,Russia,8135,FORZE,52,1438,+9,1.01,1.03,Rating 2.0,Top20,2022-01-01..2022-12-31
2022,19015,Bymas,Lithuania,4494,MOUZ,63,1667,+1,1.00,1.03,Rating 2.0,Top20,2022-01-01..2022-12-31
2022,18317,magixx,Russia,7020,Spirit,60,1632,+21,1.02,1.03,Rating 2.0,Top20,2022-01-01..2022-12-31
2022,17956,jabbi,Denmark,7175|7461,Copenhagen Flames,127,3368,-1,1.00,1.03,Rating 2.0,Top20,2022-01-01..2022-12-31
2022,4679,jks,Australia,5995|6667,G2|FaZe,50,1370,+16,1.02,1.03,Rating 2.0,Top20,2022-01-01..2022-12-31
2022,18462,mezii,United Kingdom,4991,fnatic,74,1909,+44,1.04,1.03,Rating 2.0,Top20,2022-01-01..2022-12-31
2022,13281,El1an,Russia,10831,Entropiq,55,1530,+62,1.07,1.02,Rating 2.0,Top20,2022-01-01..2022-12-31
2022,14932,faveN,Germany,7532,BIG,89,2423,-1,1.00,1.02,Rating 2.0,Top20,2022-01-01..2022-12-31
2022,8568,boltz,Brazil,9455,Imperial,46,1286,-50,0.94,1.01,Rating 2.0,Top20,2022-01-01..2022-12-31
2022,12521,arT,Brazil,8297,FURIA,89,2357,-198,0.88,1.01,Rating 2.0,Top20,2022-01-01..2022-12-31
2022,9031,valde,Denmark,4869|10503,ENCE|OG,48,1317,-2,1.00,1.01,Rating 2.0,Top20,2022-01-01..2022-12-31
2022,19236,KENSI,Russia,8135,FORZE,52,1438,-20,0.98,1.01,Rating 2.0,Top20,2022-01-01..2022-12-31
2022,16612,n0rb3r7,Russia,11595|7244,Outsiders,89,2357,-58,0.96,1.00,Rating 2.0,Top20,2022-01-01..2022-12-31
2022,11498,NickelBack,Russia,10831,Entropiq,55,1530,-73,0.93,1.00,Rating 2.0,Top20,2022-01-01..2022-12-31
2022,9766,hampus,Sweden,4411,Ninjas in Pyjamas,105,2781,-105,0.95,1.00,Rating 2.0,Top20,2022-01-01..2022-12-31
2022,7398,dupreeh,Denmark,9565,Vitality,131,3611,-70,0.97,1.00,Rating 2.0,Top20,2022-01-01..2022-12-31
2022,18835,saffee,Brazil,8297,FURIA,89,2357,+50,1.03,1.00,Rating 2.0,Top20,2022-01-01..2022-12-31
2022,18506,S1ren,Russia,7020,Spirit,60,1632,-5,1.00,1.00,Rating 2.0,Top20,2022-01-01..2022-12-31
2022,20090,Zyphon,Denmark,8637|7461,Sprout|Copenhagen Flames,68,1786,-41,0.97,1.00,Rating 2.0,Top20,2022-01-01..2022-12-31
2022,11777,Maden,Montenegro,4869,ENCE,134,3592,-165,0.93,1.00,Rating 2.0,Top20,2022-01-01..2022-12-31
2022,20304,Staehr,Denmark,8637,Sprout,41,1074,-57,0.92,0.99,Rating 2.0,Top20,2022-01-01..2022-12-31
2022,2023,FalleN,Brazil,9455,Imperial,46,1286,-15,0.98,0.99,Rating 2.0,Top20,2022-01-01..2022-12-31
2022,15821,NEOFRAG,Czech Republic,10503,OG,52,1402,-132,0.87,0.98,Rating 2.0,Top20,2022-01-01..2022-12-31
2022,9254,mopoz,Spain,7718,Movistar Riders,70,1839,-137,0.90,0.98,Rating 2.0,Top20,2022-01-01..2022-12-31
2022,7716,chopper,Russia,7020,Spirit,60,1632,-56,0.95,0.98,Rating 2.0,Top20,2022-01-01..2022-12-31
2022,15071,interz,Russia,5752|6651|11616,Cloud9|Gambit|Players,103,2745,+8,1.01,0.98,Rating 2.0,Top20,2022-01-01..2022-12-31
